Charter number,Year and quarter,Year,Quarter ,Credit Union name,Street  (Mailing address),City  (Mailing address),State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits, 4 quarter growth  (%)","Total loans,  4 quarter growth  (%)","Total assets,  4 quarter growth  (%)","Members, 4 quarter growth  (%)","Net worth,  4 quarter growth (excludes CECL transition provision) (%)",NCUA internal ID (join_number)
24534,2024.1,2024,1,AMERICA'S FIRST,P.O. BOX 11349,BIRMINGHAM,AL,35203,FCU,2,Yes,195039,2497762099,1919982185,2203975411,1.0,10.63,87.11,4.23,9.96,5.32,-1.79,8.07,14923
24535,2024.1,2024,1,FIRST BAPTIST CHURCH OF VIENNA (VA),PO BOX 1905,VIENNA,VA,22180,FCU,1,No,347,1154263,37415,998733,0.03,12.88,3.75,-1.23,-25.23,-1.09,-1.7,0.0,26200
24536,2024.1,2024,1,VITAL,PO Box 5586,Spartanburg,SC,29304,FCU,2,Yes,6396,59008914,43141219,49799650,1.18,14.41,86.63,-7.56,-8.36,-4.41,-3.79,13.14,15396
24539,2024.1,2024,1,TRANSIT OPERATIONS,725 N 7TH ST,MINNEAPOLIS,MN,55411,FCU,3,Yes,635,4017664,1605198,3308598,0.67,17.59,48.52,-8.71,-6.59,-6.83,-7.16,3.05,17600
24540,2024.1,2024,1,MUTUAL FIRST,14510 F. St,Omaha,NE,68137,FCU,3,No,12991,123111066,95745288,102019491,0.09,8.52,93.85,-2.27,-4.09,-3.04,-0.47,2.29,20076
24542,2024.1,2024,1,SAN FRANCISCO,770 Golden Gate Avenue,San Francisco,CA,94102,FCU,3,Yes,49842,1479754284,436062423,1041786224,1.9,10.16,41.86,-8.05,-8.32,11.22,0.73,25.83,21055
24543,2024.1,2024,1,MILLBURY,50 Main St,Millbury,MA,01527,FCU,1,No,31153,487860134,373961820,435862668,0.45,8.51,85.8,2.01,-0.83,2.3,-9.99,6.37,20590
24545,2024.1,2024,1,LAKE COUNTY EDUCATIONAL,1595 MENTOR AVE,PAINESVILLE,OH,44077,FCU,2,No,3441,33384490,19317868,32094693,0.74,8.42,60.19,-4.58,1.11,-2.96,1.44,10.2,17547
24546,2024.1,2024,1,BIG BETHEL A.M.E. CHURCH,206 Auburn Ave NE,Atlanta,GA,30303,FCU,2,Yes,231,342374,5609,286116,2.09,16.32,1.96,-7.73,-35.14,-4.73,-0.86,14.22,26215
24547,2024.1,2024,1,EVERGREEN PARK SCHOOLS,9901 S KEDZIE AVE,EVERGREEN PARK,IL,60805,FCU,3,No,977,11018242,4673288,9041297,0.44,16.06,51.69,-15.1,10.1,-11.13,-4.68,1.65,14601
24549,2024.1,2024,1,HANIN,3700 Wilshire Blvd Ste 104,Los Angeles,CA,90010,FCU,3,Yes,3418,38611370,30470220,33708850,1.24,10.48,90.39,16.5,12.67,16.37,4.4,8.83,26218
24552,2024.1,2024,1,NOBLE,2550 W SHAW AVE,FRESNO,CA,93711,FCU,3,Yes,115638,1274104451,794919221,1054542841,1.06,9.73,75.38,0.74,6.54,8.18,2.71,7.52,14909
24553,2024.1,2024,1,LOS ANGELES POLICE,16150 Sherman Way,Van Nuys,CA,91406,FCU,3,No,45717,1376415093,761372708,1149942853,0.21,10.96,66.21,-3.05,-0.29,-5.53,3.9,2.08,21906
24557,2024.1,2024,1,WEBSTER FIRST,"271 Greenwood St, P O Box 70505",Worcester,MA,01607,FCU,1,Yes,91285,1483292634,1151314857,1011074488,0.98,16.84,113.87,-4.65,12.0,5.9,0.93,6.57,20578
24560,2024.1,2024,1,GREYLOCK,150 West Street,Pittsfield,MA,01201,FCU,1,Yes,102423,1620456650,1297777673,1367477833,0.24,11.88,94.9,-2.52,6.06,4.02,3.21,16.35,19820
24563,2024.1,2024,1,ESL,225 Chestnut St,Rochester,NY,14604,FCU,1,No,437791,9184912061,3890197242,5743374098,0.79,16.74,67.73,2.52,16.57,0.75,5.07,3.44,26241
24564,2024.1,2024,1,HEALTHCARE SYSTEMS,3300 Gallows Rd,Falls Church,VA,22042,FCU,1,Yes,13709,135840917,72702332,122035298,0.48,10.21,59.57,18.34,15.61,22.11,54.62,40.51,20584
24566,2024.1,2024,1,MASSMUTUAL,1295 STATE ST,SPRINGFIELD,MA,01111,FCU,1,No,13428,341518867,200360317,302097862,-0.24,11.15,66.32,-10.31,-1.21,-9.53,0.58,-1.15,24274
24567,2024.1,2024,1,TEXAR,2301 RICHMOND RD,TEXARKANA,TX,75503,FCU,2,Yes,30079,491769778,256382279,332482360,0.49,13.67,77.11,-7.98,-0.69,5.19,-1.94,3.5,15949
24575,2024.1,2024,1,RESOURCE,525 OLD HICKORY BLVD,JACKSON,TN,38305,FCU,2,Yes,4081,51466157,13152752,46538723,0.76,9.02,28.26,-1.89,12.05,-0.82,-2.37,9.17,24025
24578,2024.1,2024,1,TOLEDO URBAN,1441 Dorr St,Toledo,OH,43607,FCU,2,Yes,4301,18523727,11961830,12902065,-3.25,18.26,92.71,4.28,4.19,17.65,-15.15,14.69,26261
24579,2024.1,2024,1,WAKOTA,1151 Southview Blvd,South St Paul,MN,55075,FCU,3,Yes,3839,43479394,28512278,39407311,0.79,8.26,72.35,-1.02,4.49,-0.02,-1.11,11.15,18420
24583,2024.1,2024,1,NRS COMMUNITY DEVELOPMENT,PO BOX 130520,BIRMINGHAM,AL,35213,FCU,2,Yes,763,1384435,887753,1177595,0.02,14.74,75.39,-5.91,-17.26,-3.05,4.81,19.71,26273
24585,2024.1,2024,1,MISSISSIPPI,PO BOX 55889,JACKSON,MS,39296,FCU,2,Yes,22970,161066671,87673746,137707209,0.47,12.86,63.67,-3.88,2.89,-2.36,2.64,3.34,17913
24589,2024.1,2024,1,NEIGHBORHOOD TRUST,1112 Saint Nicholas Ave,New York,NY,10032,FCU,1,Yes,4176,19204007,12920062,12291509,-1.45,22.82,105.11,-1.11,61.08,7.96,-0.57,9.36,26285
24603,2024.1,2024,1,FAMILY ADVANTAGE,P.O. BOX 39,SPRING HILL,TN,37174,FCU,2,Yes,7409,95521197,53217799,85773537,1.29,10.62,62.04,5.61,30.0,5.7,1.72,10.89,26312
24605,2024.1,2024,1,MOUNT OLIVE BAPTIST CHURCH,514 N.L. Robinson Dr,Arlington,TX,76011,FCU,2,No,1332,10210547,6695771,8507036,1.65,15.86,78.71,-1.29,34.74,0.3,1.06,9.5,26314
24606,2024.1,2024,1,GREAT NORTHWEST,301 WEST WISHKAH STREET,ABERDEEN,WA,98520,FCU,3,Yes,18212,242741736,133915653,203431572,1.75,15.94,65.83,-2.84,10.04,-0.98,0.51,11.67,22302
24612,2024.1,2024,1,FAIRMONT SCHOOL EMPLOYEES,900 JOHNSON ST,FAIRMONT,MN,56031,FCU,3,No,541,3926176,3600612,3545418,0.23,9.63,101.56,-4.16,6.69,-3.15,0.56,7.49,19226
24613,2024.1,2024,1,GREEN COUNTRY,202 E Morrow Rd,Sand Springs,OK,74063,FCU,2,Yes,9651,143305083,98426817,135813811,0.09,7.24,72.47,-4.99,-7.47,-4.14,-2.04,11.89,14772
24614,2024.1,2024,1,GIDEON,1500 Ridgeland Avenue,Waukegan,IL,60085,FCU,3,Yes,422,286521,21028,239464,0.49,16.33,8.78,-1.26,28.5,-1.6,-1.86,-3.46,26326
24615,2024.1,2024,1,MEDFORD MUNICIPAL EMPLOYEES,85 GEORGE P HASSETT DR RM 200,MEDFORD,MA,02155,FCU,1,No,783,7336439,2349921,5635993,0.03,23.06,41.69,-12.44,7.1,-10.41,-3.33,-0.19,24277
24623,2024.1,2024,1,BROOKLAND,949 Sunset Blvd,West Columbia,SC,29169,FCU,2,Yes,1282,4891581,3402309,4481015,-1.17,7.8,75.93,1.04,7.42,0.68,2.31,-4.64,26339
24626,2024.1,2024,1,TRUSTAR,601 4TH ST,INTERNATIONAL F,MN,56649,FCU,3,Yes,18327,331897576,242015907,277873085,1.04,14.8,87.1,-5.16,11.29,-3.64,1.54,5.8,16653
24627,2024.1,2024,1,1ST COOPERATIVE,808 Knox Abbott Dr,Cayce,SC,29033,FCU,2,Yes,2606,25111167,19681714,22386149,-0.93,10.69,87.92,19.64,12.15,16.41,4.49,-2.91,15237
24629,2024.1,2024,1,TRUST,7386 Applegate Lane,Chattanooga,TN,37421,FCU,2,Yes,8524,124962100,103016519,108009141,0.63,12.16,95.38,0.08,5.63,0.87,-12.64,4.76,24004
24630,2024.1,2024,1,CU HAWAII,476 Hinano St,Hilo,HI,96720,FCU,3,Yes,29137,406357332,175293097,346689448,0.37,10.94,50.56,-5.43,5.68,-1.74,0.71,4.69,18035
24631,2024.1,2024,1,PLATINUM,1815 Satellite Blvd Ste 200,Duluth,GA,30097,FCU,2,No,11751,282524641,200111222,254115610,1.47,9.27,78.75,12.15,6.31,13.25,-0.73,22.69,26345
24632,2024.1,2024,1,GREAT RIVER,1532 W Saint Germain,Saint Cloud,MN,56301,FCU,3,Yes,20653,357042382,289037590,322447375,-0.45,7.17,89.64,0.37,1.11,1.6,1.65,1.83,15964
24637,2024.1,2024,1,LORMET COMMUNITY,2051 COOPER FOSTER PARK RD,AMHERST,OH,44001,FCU,2,No,19752,249609251,144051785,220588954,1.29,11.62,65.3,0.9,-0.41,2.82,-2.86,12.15,17721
24640,2024.1,2024,1,MOUNT PLEASANT BAPTIST CHURCH,PO BOX 11146,ALEXANDRIA,VA,22312,FCU,1,Yes,122,304204,15982,261516,4.11,14.03,6.11,5.79,18.62,8.15,0.83,25.34,26352
24642,2024.1,2024,1,BROOKLYN COOPERATIVE,1474 Myrtle Ave,Brooklyn,NY,11237,FCU,1,Yes,7264,51518683,36766843,42288021,0.2,10.36,86.94,1.07,4.23,4.14,3.73,-0.52,26353
24648,2024.1,2024,1,LCO,PO Box 1710,Hayward,WI,54843,FCU,3,Yes,1263,2687862,738424,2389377,2.77,11.04,30.9,3.75,-19.23,6.31,-2.17,123.65,26358
24649,2024.1,2024,1,FIRST PRIORITY,PO Box 9408,Huntington,WV,25704,FCU,1,Yes,7192,69918108,31019452,61624530,0.41,10.82,50.34,-4.01,11.61,-2.13,0.4,9.1,22367
24657,2024.1,2024,1,NONE SUFFER LACK,4929 ALLENTOWN RD,SUITLAND,MD,20746,FCU,1,Yes,2038,24342521,2248941,19952908,1.1,18.03,11.27,-6.91,-9.68,-4.56,-6.21,7.84,26365
24658,2024.1,2024,1,NEXTMARK,P.O. Box 1300,Fairfax,VA,22038,FCU,1,No,16672,532269360,420659956,374416141,0.98,15.25,112.35,0.48,4.12,-0.38,-0.7,8.57,21168
24661,2024.1,2024,1,EAGLE LOUISIANA,PO BOX 64630,BATON ROUGE,LA,70896,FCU,2,Yes,14217,122087939,98685977,111537139,0.64,10.89,88.48,0.45,-1.13,-0.26,7.1,7.57,15666
24668,2024.1,2024,1,CENTURYFIRST,3318 HARDY ST,HATTIESBURG,MS,39401,FCU,2,Yes,11976,90956180,75738095,75535465,1.84,13.64,100.27,29.61,30.06,31.09,30.4,43.9,17277
24670,2024.1,2024,1,1199 SEIU,498 Fashion Ave Fl 2,New York,NY,10018,FCU,1,Yes,15291,90471462,32775038,82768221,0.23,11.65,39.6,-2.73,14.33,2.49,-1.82,66.47,18085
24673,2024.1,2024,1,FIRST,1035 N Center Point Rd,Hiawatha,IA,52233,FCU,3,No,11163,201432036,163162930,156189669,-0.6,7.58,104.46,-0.03,-5.06,-1.79,-11.1,-3.61,15977
24674,2024.1,2024,1,TRADES & LABOR,610 SO BROADWAY AVE,ALBERT LEA,MN,56007,FCU,3,Yes,2301,21651089,15282756,18929077,2.27,12.07,80.74,6.71,5.2,7.95,0.52,15.08,17051
24676,2024.1,2024,1,CARPENTERS,720 Olive St,Saint Paul,MN,55130,FCU,3,No,17094,42410606,17808871,36331848,2.61,12.53,49.02,-6.02,-0.04,-4.36,-15.54,21.95,17083
24679,2024.1,2024,1,CITY AND COUNTY EMPLOYEES,1719 West Main Street,Albert Lea,MN,56007,FCU,3,No,1749,26476396,4933104,23097688,0.13,10.05,21.36,-1.79,-2.43,-0.93,-1.19,0.41,17338
24682,2024.1,2024,1,PIONEER COMMUNITY,PO BOX 117,PALISADE,NE,69040,FCU,3,Yes,733,5263098,3533370,4610184,1.69,12.3,76.64,5.19,12.74,6.42,-0.81,16.1,26372
24683,2024.1,2024,1,UNITED NEIGHBORHOOD,1434 Poplar St,Augusta,GA,30901,FCU,2,Yes,631,3797968,2141331,3440904,0.97,8.6,62.23,3.59,32.05,4.19,-2.47,10.47,26373
24688,2024.1,2024,1,CYPRUS,PO BOX 9002,WEST JORDAN,UT,84084,FCU,3,Yes,136411,1758217514,1567537648,1483379578,0.69,11.43,105.67,1.29,1.02,-0.35,2.6,3.51,15617
24690,2024.1,2024,1,FASNY,107 WASHINGTON AVE,ALBANY,NY,12210,FCU,1,No,1051,14605278,7736346,12691227,0.55,12.85,60.96,-5.06,22.02,-3.84,1.74,4.16,26380
24692,2024.1,2024,1,MOUNTAIN AMERICA,P.O. BOX 2331,SANDY,UT,84091,FCU,8,Yes,1241339,19285902940,15827504168,16922489061,0.88,9.04,93.53,13.91,11.47,13.71,7.98,11.58,16757
24693,2024.1,2024,1,GOLDENWEST,P O Box 1111,Ogden,UT,84402,FCU,3,Yes,187678,3195693449,2514742032,2717277905,1.39,13.11,92.55,8.51,12.52,9.15,6.16,12.33,16634
24694,2024.1,2024,1,AMERICA FIRST,"4774 SOUTH 1300 WEST, BUILDING # 3",RIVERDALE,UT,84405,FCU,8,Yes,1422694,20286532246,14569132845,17904800160,1.05,10.56,81.37,10.44,9.36,10.68,7.9,11.41,14548
24695,2024.1,2024,1,NEBRASKA RURAL COMMUNITY,PO Box 747,Morrill,NE,69358,FCU,3,Yes,578,3336306,2477912,2948207,0.11,11.24,84.05,8.13,12.06,7.29,5.28,0.77,26382
24698,2024.1,2024,1,JORDAN,1750 West 11400 South #200,South Jordan,UT,84095,FCU,3,No,26130,378918898,226707738,348707302,0.07,9.36,65.01,-1.19,6.79,-0.58,0.8,-0.52,21255
24703,2024.1,2024,1,TRAX,3710 50th St N,Tampa,FL,33619,FCU,2,Yes,44895,485626798,238822666,420279558,0.27,12.09,56.82,-2.91,-1.4,-1.47,1.88,5.01,219
24704,2024.1,2024,1,SOUTH SIDE COMMUNITY,"5401 S Wentworth Ave, Suite 25",Chicago,IL,60609,FCU,3,Yes,1700,6294975,1056330,4847099,-3.77,21.65,21.79,-10.31,-21.37,-10.67,0.0,-28.6,26386
24705,2024.1,2024,1,SOUND,37 North Ave,Norwalk,CT,06851,FCU,1,Yes,9151,131574412,98311493,111846513,-2.2,6.65,87.9,3.02,6.79,4.21,-2.86,-16.75,14300
24708,2024.1,2024,1,DESERET FIRST,3999 W Parkway Blvd,West Valley Cit,UT,84120,FCU,3,Yes,78066,1115930698,917548715,1015163160,0.62,7.59,90.38,11.69,2.23,11.53,4.39,10.01,21360
24709,2024.1,2024,1,EASTERN UTAH COMMUNITY,PO Box 719,Price,UT,84501,FCU,3,Yes,12295,200596642,122222333,175275995,1.37,12.24,69.73,9.55,10.79,9.48,0.44,8.76,21342
24710,2024.1,2024,1,UNIVERSITY FIRST,PO BOX 58025,SALT LAKE CITY,UT,84158,FCU,3,Yes,125063,1972044456,1589662671,1691071604,0.99,9.52,94.0,1.36,0.12,6.45,3.38,5.19,20413
24711,2024.1,2024,1,HOMEWOOD,2005 RIDGE RD,HOMEWOOD,IL,60430,FCU,3,No,712,2088463,972877,1913714,0.48,8.21,50.84,-18.85,32.73,-16.9,-8.01,12.65,19564
24712,2024.1,2024,1,POST OFFICE EMPLOYEES,P. O. Box 3871,Shreveport,LA,71133,FCU,2,Yes,3502,36375704,19871513,32504868,1.26,10.86,61.13,-6.59,15.27,-5.29,2.67,10.69,15201
24713,2024.1,2024,1,PEOPLE'S COMMUNITY,PO BOX 764,VANCOUVER,WA,98666,FCU,3,No,10833,280318632,116449932,253114605,0.83,13.18,46.01,-5.34,-3.17,-4.32,-1.42,7.46,3797
24715,2024.1,2024,1,RADIUS,PO Box 4130,Kenmore,NY,14217,FCU,1,Yes,5135,66905475,43088070,58526854,0.51,12.38,73.62,-1.15,-0.39,-0.21,-12.97,7.28,15058
24718,2024.1,2024,1,JETSTREAM,P.O. Box 5487,Miami Lakes,FL,33014,FCU,2,Yes,14132,262321878,168504205,212028903,0.83,10.21,79.47,-0.21,11.34,9.8,-1.55,4.31,13407
24720,2024.1,2024,1,DN COMMUNITY,3964 Fulton Dr NW,Canton,OH,44718,FCU,2,Yes,3087,31946400,25031465,29846350,-0.2,6.31,83.87,-2.69,-10.78,-2.87,-15.03,-6.02,15382
24724,2024.1,2024,1,SPIRIT OF AMERICA,PO BOX 5556,LINCOLN,NE,68505,FCU,3,No,3740,55917819,19841177,50067334,0.84,9.38,39.63,-9.03,10.62,-7.19,-1.48,10.17,16288
24725,2024.1,2024,1,OHIO HEALTHCARE,3955 W DUBLIN GRANVILLE RD,DUBLIN,OH,43017,FCU,2,No,11712,108909587,61070405,99515353,0.22,9.27,61.37,1.66,-3.19,2.76,-2.78,5.27,18272
24726,2024.1,2024,1,GRANITE,3675 S 900 E,SALT LAKE CITY,UT,84106,FCU,3,Yes,35045,818687774,657407399,699184197,0.23,10.26,94.02,4.9,12.6,9.27,5.17,1.99,21060
24730,2024.1,2024,1,COMMUNITY & TEACHERS,1169 S Broadway,East Providence,RI,02914,FCU,1,No,1752,30845693,20665391,28022007,0.75,10.24,73.75,-7.25,-3.78,-6.26,-3.84,8.21,21663
24731,2024.1,2024,1,WESTERN DIVISION,6750 MAIN ST,WILLIAMSVILLE,NY,14221,FCU,1,No,10300,198702840,134238245,164736900,0.52,13.88,81.49,6.68,27.73,9.46,9.9,3.05,18156
24733,2024.1,2024,1,SERVICE STATION DEALERS,906 RHAWN ST,PHILA,PA,19111,FCU,1,No,77,163929,68970,49952,0.65,69.53,138.07,9.07,-10.4,2.7,0.0,0.14,15916
24742,2024.1,2024,1,HERITAGE FAMILY,30 ALLEN ST,RUTLAND,VT,05701,FCU,1,No,50429,755567650,528404030,623576280,0.77,11.15,84.74,-3.11,7.58,5.62,0.8,9.89,17005
24743,2024.1,2024,1,CHARLESTON POSTAL,1000 CENTRE WAY,CHARLESTON,WV,25309,FCU,1,Yes,884,5304742,3157567,4832998,0.75,8.25,65.33,7.98,-8.67,7.77,22.61,-0.6,22360
24745,2024.1,2024,1,UNITED METHODIST OF MISSISSIPPI,PO Box 245,Booneville,MS,38829,FCU,2,Yes,191,475994,399651,458831,-14.47,3.61,87.1,-9.37,-13.47,-14.29,-30.8,-63.98,15087
24746,2024.1,2024,1,HORIZON UTAH,P.O. Box 687,Farmington,UT,84025,FCU,3,No,12796,181460154,96840608,159449811,-2.11,11.26,60.73,-1.82,-1.39,-1.64,-2.14,0.92,21072
24748,2024.1,2024,1,MAYO EMPLOYEES,130 23RD AVE SW,ROCHESTER,MN,55902,FCU,3,No,73746,1417590604,671335809,1202029353,0.8,12.57,55.85,-5.49,3.78,1.02,2.6,6.2,18790
24751,2024.1,2024,1,COMMUNITY PLUS,PO Box 255,Rantoul,IL,61866,FCU,3,Yes,3788,25817394,18623106,20771974,1.12,17.57,89.65,0.66,11.8,0.76,-1.3,1.04,15907
24753,2024.1,2024,1,FOUR POINTS,PO BOX 541030,OMAHA,NE,68154,FCU,3,No,7999,186843938,118214521,145400830,-0.23,10.24,81.3,7.5,2.96,5.55,-1.61,-2.77,19648
24759,2024.1,2024,1,MEADOW GROVE,P.O.BOX 108,MEADOW GROVE,NE,68752,FCU,3,Yes,478,6001057,3189218,5215235,1.63,12.92,61.15,-0.84,2.13,0.36,0.42,9.55,20496
24763,2024.1,2024,1,LOGAN CACHE RICH,72 E 700 N,LOGAN,UT,84321,FCU,3,Yes,2381,30137179,13486219,26180126,-0.35,13.02,51.51,-5.59,-10.74,-4.84,-2.22,0.1,21364
24767,2024.1,2024,1,UNIFIED HOMEOWNERS OF ILLINOIS,4464 N MILWAUKEE AVE,CHICAGO,IL,60630,FCU,3,Yes,303,694291,168088,498780,-16.87,28.04,33.7,7.61,-12.12,5.05,0.0,92.6,26404
24769,2024.1,2024,1,EMPOWERMENT COMMUNITY DEVELOPMENT,6011 W. Orem,Houston,TX,77085,FCU,2,Yes,630,960795,359250,883636,0.29,8.0,40.66,-11.52,11.4,-10.96,-0.79,-4.34,26408
24770,2024.1,2024,1,COMMUNITY LINK,325 ETNA AVE,HUNTINGTON,IN,46750,FCU,2,Yes,2827,33218769,19745169,29347308,-0.28,14.64,67.28,19.79,20.96,19.71,4.63,32.53,21616
24771,2024.1,2024,1,FAMILY FOCUS,7310 N PLZ,OMAHA,NE,68127,FCU,3,No,3221,44449628,33564128,39111028,0.01,12.03,85.82,8.03,10.18,5.35,8.38,0.65,18922
24773,2024.1,2024,1,VAREX,1678 PIONEER RD,SALT LAKE CITY,UT,84104,FCU,3,No,1223,16717381,10435096,13715963,-0.62,17.63,76.08,-15.91,-11.05,-13.42,-3.09,-0.03,19697
24774,2024.1,2024,1,ALLTRU,1232 WENTZVILLE PKWY,WENTZVILLE,MO,63385,FCU,3,Yes,39551,343821773,283550800,305292841,0.52,9.52,92.88,-0.35,7.07,2.13,1.82,10.05,18422
24776,2024.1,2024,1,COMUNIDAD LATINA,1317 WEST WARNER AVE,SANTA ANA,CA,92704,FCU,3,Yes,1780,9060251,6526831,6808226,4.68,24.48,95.87,23.04,11.59,22.87,13.38,21.85,26409
24780,2024.1,2024,1,WASATCH PEAKS,4723 HARRISON BLVD,OGDEN,UT,84403,FCU,3,Yes,30976,616320197,520791144,476812540,0.53,9.53,109.22,-3.09,3.58,6.72,-8.11,4.85,16719
24781,2024.1,2024,1,URBAN BEGINNINGS CHOICE,"2135 S. Hanna St, Suite 130",Fort Wayne,IN,46803,FCU,2,Yes,384,836264,607008,387452,-8.52,19.2,156.67,53.05,71.12,54.49,22.68,-44.26,26412
24783,2024.1,2024,1,FIRST PIONEERS,PO BOX 80799,LAFAYETTE,LA,70598,FCU,2,Yes,6580,58305170,41400802,51857797,-1.01,11.04,79.84,-6.52,-5.34,-6.49,0.84,-2.77,16716
24784,2024.1,2024,1,NEW COVENANT DOMINION,1185 Boston Rd,Bronx,NY,10456,FCU,1,Yes,545,3811338,2323473,2341233,13.71,22.83,99.24,53.81,30.42,54.47,20.84,37.05,26413
24786,2024.1,2024,1,WELLNESS,15 Van Dyke Avenue,Hartford,CT,06106,FCU,1,Yes,4601,30299070,16906659,27063997,1.34,10.25,62.47,-7.89,5.65,-6.0,-6.22,20.48,20300
24793,2024.1,2024,1,SETTLERS,PO BOX 260,BRUCE CROSSING,MI,49912,FCU,1,Yes,3764,34079119,17061152,28110663,2.37,16.31,60.69,-5.07,4.46,-1.27,2.31,18.46,16373
24796,2024.1,2024,1,GARDEN ISLAND,2973 Kele St,Lihue,HI,96766,FCU,3,No,7214,120273136,54604195,104996956,0.26,13.53,52.01,-1.9,0.17,-1.28,1.61,2.0,20292
24797,2024.1,2024,1,GATEWAY METRO,1001 Pine St,Saint Louis,MO,63101,FCU,3,No,10400,175645040,103353441,164381394,-0.45,8.34,62.87,-10.96,-8.41,-10.08,-5.59,-0.01,18730
24801,2024.1,2024,1,CAROLINA COOPERATIVE,6502 MCMAHON DRIVE,CHARLOTTE,NC,28226,FCU,2,Yes,10251,54060697,39145700,46780058,-0.36,12.09,83.68,-5.34,-15.24,-4.67,0.36,-2.94,17767
24802,2024.1,2024,1,SELF-HELP,301 W Main Street,Durham,NC,27701,FCU,2,Yes,101837,2124332114,1487270056,1487828698,1.45,27.14,99.96,1.18,1.56,2.96,0.73,5.8,26418
24804,2024.1,2024,1,OAK CLIFF CHRISTIAN,1130 W Camp Wisdom Rd,Dallas,TX,75232,FCU,2,Yes,1678,7562387,5097844,6997484,0.39,6.58,72.85,6.05,16.98,4.7,-8.51,27.27,26419
24807,2024.1,2024,1,WELCOME,PO BOX 830,MORRISVILLE,NC,27560,FCU,2,Yes,6780,96032280,54065478,83716859,0.02,11.77,64.58,-2.16,-7.79,-1.84,-2.57,-1.85,16231
24808,2024.1,2024,1,SKYLA,718 Central Ave,Charlotte,NC,28204,FCU,2,Yes,103459,1593219489,1207522573,1371454468,0.15,8.6,88.05,8.64,5.71,9.86,-0.93,5.71,14628
24810,2024.1,2024,1,1ST BERGEN,392 Main St,Hackensack,NJ,07601,FCU,1,Yes,1734,8553815,5864054,4609528,0.98,33.54,127.22,-11.72,32.83,1.69,-32.4,1.64,26424
24811,2024.1,2024,1,SHUFORD,882 16th St NE,Hickory,NC,28601,FCU,2,Yes,4457,32774238,24290959,28719248,2.05,11.85,84.58,-2.76,17.51,-1.19,0.5,11.75,16871
24812,2024.1,2024,1,WESTREET,PO Box 267,Tulsa,OK,74101,FCU,2,Yes,57277,1018268906,723001671,893571726,0.14,9.77,80.91,3.62,4.5,6.65,2.08,3.44,15005
24813,2024.1,2024,1,LION'S SHARE,P.O. BOX 278,SALISBURY,NC,28145,FCU,2,Yes,12440,73107019,55125961,66003652,-1.48,7.94,83.52,-6.57,-3.32,-4.62,0.81,1.79,20206
24814,2024.1,2024,1,WINSTON-SALEM,711 E SALEM AVE,WINSTON SALEM,NC,27101,FCU,2,Yes,9020,59848241,19911990,52315730,-0.59,12.41,38.06,-7.48,-4.86,-7.11,-20.95,-4.81,20547
24816,2024.1,2024,1,PRECISION,P. O. Box 607,Keene,NH,03431,FCU,1,Yes,1750,26492839,11781533,23557800,0.52,10.95,50.01,-0.52,-0.07,0.39,-2.29,7.75,14589
24818,2024.1,2024,1,PIONEER MUTUAL,1521 LAKE POINTE PKWY,SUGAR LAND,TX,77478,FCU,2,No,10991,283031655,217059165,246459472,0.77,12.16,88.07,0.77,0.16,0.52,3.68,10.47,23008
24819,2024.1,2024,1,ELECTEL COOPERATIVE,3400 Sumner Blvd,Raleigh,NC,27616,FCU,2,Yes,7490,62369650,39545131,54210109,0.39,12.58,72.95,1.27,17.54,2.24,-0.81,9.32,20811
24823,2024.1,2024,1,URBAN UPBOUND,1303B 40TH AVE,LONG ISLAND CIT,NY,11101,FCU,1,Yes,1353,2042577,102214,1776127,2.56,10.12,5.75,1.94,-6.39,4.62,9.91,31.92,26426
24824,2024.1,2024,1,S. C. STATE,P.O. Box 726,Columbia,SC,29202,FCU,2,No,89441,1411750413,767638004,1135272577,1.98,12.14,67.62,-1.11,9.56,8.63,3.04,9.25,15308
24826,2024.1,2024,1,PYRAMID,PO Box 12100,Tucson,AZ,85732,FCU,3,Yes,17505,237890825,145016646,218179264,2.25,10.3,66.47,-1.75,-1.86,-0.19,0.67,5.26,18598
24829,2024.1,2024,1,HOPE,4 OLD RIVER PL,JACKSON,MS,39202,FCU,2,Yes,40885,616118710,329135888,430479501,0.04,24.52,76.46,16.26,20.34,14.95,9.63,0.18,26221
24830,2024.1,2024,1,OAHU,2219 PAUOA Rd,HONOLULU,HI,96813,FCU,3,No,3325,54252625,19704354,47390645,0.54,12.07,41.58,-0.31,6.97,-0.35,-3.68,4.11,20080
24831,2024.1,2024,1,ORION,400 Monroe Ave,Memphis,TN,38103,FCU,2,Yes,69595,1265627388,969387536,1002129677,0.17,18.68,96.73,-2.7,-12.19,-1.49,-2.72,1.91,14591
24839,2024.1,2024,1,HAWAII CENTRAL,681 S King St,Honolulu,HI,96813,FCU,3,No,16671,319230796,177307700,267900715,0.07,8.67,66.18,-14.12,15.82,-2.03,-2.87,-5.76,17983
24840,2024.1,2024,1,GREENSBORO MUNICIPAL,217 N GREENE ST,GREENSBORO,NC,27401,FCU,2,Yes,6099,80922475,57788771,70287772,0.41,10.03,82.22,8.76,5.1,9.12,-1.05,5.26,20539
